"","carrier","flight","tailnum","origin","dest","distance","departure","scheduled_departure","arrival","scheduled_arrival"
"6837","US",2156,"N967UW","LGA","BOS",184,"28.08.2013 17:24:00 Uhr","28.08.2013 17:00:00 Uhr","28.08.2013 19:19:00 Uhr","28.08.2013 18:15:00 Uhr"
"6838","EV",4122,"N14558","EWR","SDF",642,"19.07.2013 06:28:00 Uhr","19.07.2013 06:32:00 Uhr","19.07.2013 08:23:00 Uhr","19.07.2013 08:41:00 Uhr"
"6839","DL",2147,"N963DL","LGA","ATL",762,"15.12.2013 23:36:00 Uhr","15.12.2013 18:00:00 Uhr","15.12.2013 01:53:00 Uhr","15.12.2013 20:46:00 Uhr"
"6840","DL",1647,"N6707A","LGA","ATL",762,"04.06.2013 10:56:00 Uhr","04.06.2013 10:59:00 Uhr","04.06.2013 13:25:00 Uhr","04.06.2013 13:29:00 Uhr"
"6841","UA",693,"N449UA","LGA","ORD",733,"30.10.2013 19:21:00 Uhr","30.10.2013 19:00:00 Uhr","30.10.2013 21:01:00 Uhr","30.10.2013 20:39:00 Uhr"
"6842","UA",566,"N413UA","EWR","MCO",937,"05.08.2013 15:55:00 Uhr","05.08.2013 15:52:00 Uhr","05.08.2013 18:23:00 Uhr","05.08.2013 18:40:00 Uhr"
"6843","US",2185,"N766US","LGA","DCA",214,"16.07.2013 18:28:00 Uhr","16.07.2013 18:00:00 Uhr","16.07.2013 19:47:00 Uhr","16.07.2013 19:15:00 Uhr"
"6844","B6",586,"N292JB","JFK","ROC",264,"29.11.2013 09:16:00 Uhr","29.11.2013 09:20:00 Uhr","29.11.2013 10:44:00 Uhr","29.11.2013 10:41:00 Uhr"
"6845","AA",1143,"N3KKAA","LGA","DFW",1389,"04.11.2013 12:08:00 Uhr","04.11.2013 12:15:00 Uhr","04.11.2013 15:13:00 Uhr","04.11.2013 15:10:00 Uhr"
"6846","EV",5085,"N186PQ","EWR","DTW",488,"29.08.2013 12:54:00 Uhr","29.08.2013 12:36:00 Uhr","29.08.2013 14:48:00 Uhr","29.08.2013 14:33:00 Uhr"
"6847","EV",4649,"N17115","EWR","CLT",529,"02.11.2013 12:32:00 Uhr","02.11.2013 12:35:00 Uhr","02.11.2013 14:46:00 Uhr","02.11.2013 14:26:00 Uhr"
"6848","AA",2099,"N3CPAA","LGA","MIA",1096,"25.05.2013 11:53:00 Uhr","25.05.2013 11:40:00 Uhr","25.05.2013 14:37:00 Uhr","25.05.2013 14:55:00 Uhr"
"6849","UA",636,"N419UA","EWR","ORD",719,"06.10.2013 08:56:00 Uhr","06.10.2013 09:00:00 Uhr","06.10.2013 10:29:00 Uhr","06.10.2013 10:26:00 Uhr"
"6850","US",2128,"N956UW","LGA","BOS",184,"18.07.2013 12:51:00 Uhr","18.07.2013 13:00:00 Uhr","18.07.2013 13:55:00 Uhr","18.07.2013 14:09:00 Uhr"
"6851","UA",1665,"N38268","EWR","LAX",2454,"18.07.2013 07:05:00 Uhr","18.07.2013 07:09:00 Uhr","18.07.2013 09:27:00 Uhr","18.07.2013 09:59:00 Uhr"
"6852","MQ",4617,"N516MQ","LGA","RDU",431,"21.05.2013 22:15:00 Uhr","21.05.2013 21:30:00 Uhr","21.05.2013 23:34:00 Uhr","21.05.2013 23:00:00 Uhr"
"6853","B6",1271,"N634JB","LGA","FLL",1076,"06.08.2013 19:37:00 Uhr","06.08.2013 19:36:00 Uhr","06.08.2013 22:11:00 Uhr","06.08.2013 22:33:00 Uhr"
"6854","US",449,"N601AW","EWR","CLT",529,"15.07.2013 17:40:00 Uhr","15.07.2013 17:35:00 Uhr","15.07.2013 19:24:00 Uhr","15.07.2013 19:28:00 Uhr"
"6855","UA",1242,"N38417","EWR","FLL",1065,"09.12.2013 16:28:00 Uhr","09.12.2013 16:30:00 Uhr","09.12.2013 19:31:00 Uhr","09.12.2013 19:40:00 Uhr"
"6856","9E",2928,"N602LR","JFK","ORD",740,"09.12.2013 19:46:00 Uhr","09.12.2013 19:00:00 Uhr","09.12.2013 21:47:00 Uhr","09.12.2013 20:56:00 Uhr"
"6857","US",75,"N647AW","EWR","PHX",2133,"21.05.2013 10:15:00 Uhr","21.05.2013 10:15:00 Uhr","21.05.2013 12:15:00 Uhr","21.05.2013 12:30:00 Uhr"
"6858","WN",163,"N764SW","LGA","HOU",1428,"08.08.2013 07:28:00 Uhr","08.08.2013 07:35:00 Uhr","08.08.2013 09:59:00 Uhr","08.08.2013 10:20:00 Uhr"
"6859","WN",580,"N469WN","EWR","HOU",1411,"11.06.2013 18:59:00 Uhr","11.06.2013 17:10:00 Uhr","11.06.2013 21:35:00 Uhr","11.06.2013 20:00:00 Uhr"
"6860","UA",1627,"N37274","EWR","PBI",1023,"05.08.2013 07:39:00 Uhr","05.08.2013 06:44:00 Uhr","05.08.2013 10:10:00 Uhr","05.08.2013 09:33:00 Uhr"
"6861","UA",311,"N420UA","EWR","DEN",1605,"18.07.2013 07:16:00 Uhr","18.07.2013 07:20:00 Uhr","18.07.2013 08:52:00 Uhr","18.07.2013 09:30:00 Uhr"
"6862","DL",2065,"N3743H","JFK","FLL",1069,"02.08.2013 20:59:00 Uhr","02.08.2013 21:00:00 Uhr","02.08.2013 23:53:00 Uhr","02.08.2013 0:12:00 Uhr"
"6863","B6",215,"N589JB","EWR","SJU",1608,"01.05.2013 07:25:00 Uhr","01.05.2013 07:30:00 Uhr","01.05.2013 11:00:00 Uhr","01.05.2013 11:28:00 Uhr"
"6864","EV",4397,"N17138","EWR","MCI",1092,"24.01.2013 19:35:00 Uhr","24.01.2013 17:59:00 Uhr","24.01.2013 22:02:00 Uhr","24.01.2013 20:14:00 Uhr"
"6865","DL",2285,"N351NW","LGA","MCO",950,"08.11.2013 06:55:00 Uhr","08.11.2013 07:00:00 Uhr","08.11.2013 09:34:00 Uhr","08.11.2013 09:51:00 Uhr"
"6866","UA",1138,"N76265","EWR","PHX",2133,"29.06.2013 13:01:00 Uhr","29.06.2013 13:03:00 Uhr","29.06.2013 14:48:00 Uhr","29.06.2013 15:11:00 Uhr"
"6867","DL",1529,"N380DA","JFK","LAS",2248,"03.04.2013 10:22:00 Uhr","03.04.2013 10:30:00 Uhr","03.04.2013 12:48:00 Uhr","03.04.2013 13:09:00 Uhr"
"6868","US",1843,"N173US","LGA","CLT",544,"01.11.2013 13:21:00 Uhr","01.11.2013 12:59:00 Uhr","01.11.2013 15:12:00 Uhr","01.11.2013 15:01:00 Uhr"
"6869","DL",315,"N6713Y","JFK","SJU",1598,"03.09.2013 06:50:00 Uhr","03.09.2013 06:55:00 Uhr","03.09.2013 11:57:00 Uhr","03.09.2013 10:52:00 Uhr"
"6870","9E",3489,"N602LR","LGA","RSW",1080,"13.10.2013 08:02:00 Uhr","13.10.2013 08:05:00 Uhr","13.10.2013 11:01:00 Uhr","13.10.2013 11:39:00 Uhr"
"6871","AA",695,"N3JKAA","JFK","AUS",1521,"25.02.2013 17:15:00 Uhr","25.02.2013 17:10:00 Uhr","25.02.2013 20:49:00 Uhr","25.02.2013 20:15:00 Uhr"
"6872","B6",12,"N184JB","JFK","SYR",209,"23.03.2013 17:07:00 Uhr","23.03.2013 15:58:00 Uhr","23.03.2013 18:34:00 Uhr","23.03.2013 17:28:00 Uhr"
"6873","9E",3399,"N904XJ","JFK","DTW",509,"29.08.2013 18:34:00 Uhr","29.08.2013 18:20:00 Uhr","29.08.2013 20:21:00 Uhr","29.08.2013 20:48:00 Uhr"
"6874","B6",1211,"N779JB","JFK","LAS",2248,"19.10.2013 11:20:00 Uhr","19.10.2013 11:29:00 Uhr","19.10.2013 14:05:00 Uhr","19.10.2013 14:00:00 Uhr"
"6875","UA",745,"N537UA","LGA","DEN",1620,"22.10.2013 15:08:00 Uhr","22.10.2013 15:09:00 Uhr","22.10.2013 17:15:00 Uhr","22.10.2013 17:31:00 Uhr"
"6876","US",1277,"N769US","LGA","CLT",544,"12.02.2013 10:00:00 Uhr","12.02.2013 10:00:00 Uhr","12.02.2013 12:06:00 Uhr","12.02.2013 12:09:00 Uhr"
"6877","UA",1276,"N76254","EWR","AUS",1504,"25.02.2013 06:28:00 Uhr","25.02.2013 06:35:00 Uhr","25.02.2013 10:03:00 Uhr","25.02.2013 09:52:00 Uhr"
"6878","DL",2044,"N914DL","LGA","MIA",1096,"02.02.2013 10:03:00 Uhr","02.02.2013 10:10:00 Uhr","02.02.2013 13:13:00 Uhr","02.02.2013 13:31:00 Uhr"
"6879","B6",185,"N603JB","JFK","SAN",2446,"23.04.2013 16:32:00 Uhr","23.04.2013 16:35:00 Uhr","23.04.2013 19:46:00 Uhr","23.04.2013 19:54:00 Uhr"
"6880","DL",1167,"N307DQ","JFK","TPA",1005,"02.08.2013 08:10:00 Uhr","02.08.2013 08:15:00 Uhr","02.08.2013 10:41:00 Uhr","02.08.2013 11:10:00 Uhr"
"6881","B6",66,"N324JB","JFK","BUF",301,"07.04.2013 13:00:00 Uhr","07.04.2013 12:55:00 Uhr","07.04.2013 14:15:00 Uhr","07.04.2013 14:16:00 Uhr"
"6882","UA",733,"N581UA","LGA","DEN",1620,"03.05.2013 08:03:00 Uhr","03.05.2013 08:00:00 Uhr","03.05.2013 10:02:00 Uhr","03.05.2013 10:25:00 Uhr"
"6883","B6",12,"N238JB","JFK","SYR",209,"28.03.2013 16:23:00 Uhr","28.03.2013 15:58:00 Uhr","28.03.2013 17:54:00 Uhr","28.03.2013 17:28:00 Uhr"
"6884","US",894,"N163US","LGA","CLT",544,"10.05.2013 16:59:00 Uhr","10.05.2013 17:05:00 Uhr","10.05.2013 19:12:00 Uhr","10.05.2013 19:06:00 Uhr"
"6885","DL",1643,"N3765","JFK","SEA",2422,"18.03.2013 19:19:00 Uhr","18.03.2013 18:40:00 Uhr","18.03.2013 22:33:00 Uhr","18.03.2013 22:05:00 Uhr"
"6886","EV",4202,"N10575","EWR","STL",872,"07.01.2013 17:04:00 Uhr","07.01.2013 17:10:00 Uhr","07.01.2013 18:45:00 Uhr","07.01.2013 18:59:00 Uhr"
"6887","AA",177,"N336AA","JFK","SFO",2586,"19.02.2013 17:45:00 Uhr","19.02.2013 17:45:00 Uhr","19.02.2013 21:30:00 Uhr","19.02.2013 21:20:00 Uhr"
"6888","EV",5207,"N615QX","LGA","BGR",378,"11.08.2013 18:14:00 Uhr","11.08.2013 18:15:00 Uhr","11.08.2013 20:23:00 Uhr","11.08.2013 19:59:00 Uhr"
"6889","US",2195,"N752US","LGA","DCA",214,"19.11.2013 19:53:00 Uhr","19.11.2013 20:00:00 Uhr","19.11.2013 21:20:00 Uhr","19.11.2013 21:19:00 Uhr"
"6890","B6",143,"N591JB","JFK","RSW",1074,"04.05.2013 12:03:00 Uhr","04.05.2013 12:10:00 Uhr","04.05.2013 14:52:00 Uhr","04.05.2013 15:10:00 Uhr"
"6891","B6",1176,"N184JB","EWR","BOS",200,"19.01.2013 17:03:00 Uhr","19.01.2013 16:35:00 Uhr","19.01.2013 18:02:00 Uhr","19.01.2013 17:50:00 Uhr"
"6892","UA",1492,"N73283","EWR","ORD",719,"18.12.2013 16:03:00 Uhr","18.12.2013 16:03:00 Uhr","18.12.2013 17:18:00 Uhr","18.12.2013 17:36:00 Uhr"
"6893","US",2085,"N564UW","LGA","CLT",544,"13.11.2013 06:25:00 Uhr","13.11.2013 06:30:00 Uhr","13.11.2013 08:24:00 Uhr","13.11.2013 08:40:00 Uhr"
"6894","B6",711,"N580JB","JFK","LAS",2248,"06.03.2013 18:30:00 Uhr","06.03.2013 18:33:00 Uhr","06.03.2013 21:33:00 Uhr","06.03.2013 21:24:00 Uhr"
"6895","MQ",3662,"N525MQ","LGA","ATL",762,"02.08.2013 20:04:00 Uhr","02.08.2013 20:00:00 Uhr","02.08.2013 22:15:00 Uhr","02.08.2013 22:25:00 Uhr"
"6896","B6",2802,"N351JB","JFK","BUF",301,"14.07.2013 06:35:00 Uhr","14.07.2013 06:30:00 Uhr","14.07.2013 07:39:00 Uhr","14.07.2013 07:47:00 Uhr"
"6897","EV",5716,"N835AS","JFK","IAD",228,"03.03.2013 05:51:00 Uhr","03.03.2013 06:00:00 Uhr","03.03.2013 07:06:00 Uhr","03.03.2013 07:15:00 Uhr"
"6898","UA",1583,"N24212","EWR","SFO",2565,"24.11.2013 14:30:00 Uhr","24.11.2013 13:57:00 Uhr","24.11.2013 17:26:00 Uhr","24.11.2013 17:28:00 Uhr"
"6899","AA",759,"N3HBAA","LGA","DFW",1389,"23.06.2013 14:34:00 Uhr","23.06.2013 14:45:00 Uhr","23.06.2013 16:59:00 Uhr","23.06.2013 17:40:00 Uhr"
"6900","DL",2047,"N688DL","LGA","ATL",762,"24.07.2013 08:05:00 Uhr","24.07.2013 07:59:00 Uhr","24.07.2013 10:29:00 Uhr","24.07.2013 10:26:00 Uhr"
"6901","B6",677,"N779JB","JFK","LAX",2475,"19.06.2013 20:29:00 Uhr","19.06.2013 20:30:00 Uhr","19.06.2013 23:34:00 Uhr","19.06.2013 23:56:00 Uhr"
"6902","MQ",4670,"N542MQ","LGA","BNA",764,"16.05.2013 09:55:00 Uhr","16.05.2013 09:55:00 Uhr","16.05.2013 11:15:00 Uhr","16.05.2013 11:10:00 Uhr"
"6903","AA",2223,"N4WNAA","LGA","STL",888,"10.02.2013 15:23:00 Uhr","10.02.2013 15:30:00 Uhr","10.02.2013 17:07:00 Uhr","10.02.2013 17:25:00 Uhr"
"6904","9E",3830,"N8986B","JFK","CHS",636,"30.08.2013 18:34:00 Uhr","30.08.2013 18:40:00 Uhr","30.08.2013 20:23:00 Uhr","30.08.2013 21:09:00 Uhr"
"6905","DL",2043,"N370NB","JFK","ATL",760,"20.05.2013 13:58:00 Uhr","20.05.2013 13:59:00 Uhr","20.05.2013 16:05:00 Uhr","20.05.2013 16:31:00 Uhr"
"6906","AA",371,"N4WSAA","LGA","ORD",733,"09.01.2013 20:41:00 Uhr","09.01.2013 20:45:00 Uhr","09.01.2013 22:04:00 Uhr","09.01.2013 22:25:00 Uhr"
"6907","UA",1227,"N76508","EWR","PHX",2133,"28.02.2013 12:14:00 Uhr","28.02.2013 12:16:00 Uhr","28.02.2013 15:14:00 Uhr","28.02.2013 15:55:00 Uhr"
"6908","DL",695,"N971DL","JFK","MCO",944,"17.04.2013 11:08:00 Uhr","17.04.2013 11:15:00 Uhr","17.04.2013 13:37:00 Uhr","17.04.2013 14:06:00 Uhr"
"6909","AA",85,"N388AA","JFK","SFO",2586,"16.01.2013 15:29:00 Uhr","16.01.2013 15:30:00 Uhr","16.01.2013 19:21:00 Uhr","16.01.2013 19:10:00 Uhr"
"6910","EV",4348,"N23139","EWR","MSP",1008,"15.01.2013 20:22:00 Uhr","15.01.2013 20:29:00 Uhr","15.01.2013 22:21:00 Uhr","15.01.2013 22:33:00 Uhr"
"6911","9E",3969,"N826AY","JFK","BWI",184,"08.08.2013 14:31:00 Uhr","08.08.2013 14:35:00 Uhr","08.08.2013 16:06:00 Uhr","08.08.2013 16:00:00 Uhr"
"6912","UA",486,"N421UA","EWR","BOS",200,"28.02.2013 10:11:00 Uhr","28.02.2013 10:14:00 Uhr","28.02.2013 11:28:00 Uhr","28.02.2013 11:23:00 Uhr"
"6913","WN",3935,"N210WN","LGA","MDW",725,"18.01.2013 07:50:00 Uhr","18.01.2013 07:55:00 Uhr","18.01.2013 09:08:00 Uhr","18.01.2013 09:30:00 Uhr"
"6914","B6",1471,"N630JB","LGA","FLL",1076,"15.06.2013 11:06:00 Uhr","15.06.2013 10:59:00 Uhr","15.06.2013 13:47:00 Uhr","15.06.2013 14:13:00 Uhr"
"6915","DL",419,"N624AG","JFK","SEA",2422,"13.11.2013 14:55:00 Uhr","13.11.2013 15:00:00 Uhr","13.11.2013 17:55:00 Uhr","13.11.2013 18:30:00 Uhr"
"6916","9E",3488,"N903XJ","LGA","MCI",1107,"24.09.2013 15:47:00 Uhr","24.09.2013 15:50:00 Uhr","24.09.2013 18:08:00 Uhr","24.09.2013 18:18:00 Uhr"
"6917","DL",2131,"N344NW","LGA","DTW",502,"24.01.2013 18:36:00 Uhr","24.01.2013 18:40:00 Uhr","24.01.2013 20:48:00 Uhr","24.01.2013 20:49:00 Uhr"
"6918","B6",1273,"N183JB","JFK","CHS",636,"06.12.2013 08:20:00 Uhr","06.12.2013 07:59:00 Uhr","06.12.2013 10:23:00 Uhr","06.12.2013 10:04:00 Uhr"
"6919","EV",3842,"N14977","EWR","MHT",209,"01.10.2013 21:49:00 Uhr","01.10.2013 21:59:00 Uhr","01.10.2013 22:47:00 Uhr","01.10.2013 23:06:00 Uhr"
"6920","B6",1634,"N184JB","JFK","BTV",266,"25.11.2013 09:07:00 Uhr","25.11.2013 09:10:00 Uhr","25.11.2013 10:17:00 Uhr","25.11.2013 10:25:00 Uhr"
"6921","WN",2461,"N7738A","EWR","AUS",1504,"26.05.2013 09:54:00 Uhr","26.05.2013 09:55:00 Uhr","26.05.2013 12:28:00 Uhr","26.05.2013 13:05:00 Uhr"
"6922","DL",807,"N342NB","EWR","ATL",746,"24.03.2013 07:42:00 Uhr","24.03.2013 07:45:00 Uhr","24.03.2013 10:24:00 Uhr","24.03.2013 10:11:00 Uhr"
"6923","DL",1903,"N927DA","LGA","SRQ",1047,"05.05.2013 10:42:00 Uhr","05.05.2013 10:51:00 Uhr","05.05.2013 14:06:00 Uhr","05.05.2013 14:05:00 Uhr"
"6924","AA",1141,"N617AA","JFK","MIA",1089,"11.01.2013 05:30:00 Uhr","11.01.2013 05:40:00 Uhr","11.01.2013 08:12:00 Uhr","11.01.2013 08:50:00 Uhr"
"6925","UA",1602,"N78060","EWR","IAH",1400,"23.02.2013 15:20:00 Uhr","23.02.2013 15:15:00 Uhr","23.02.2013 18:39:00 Uhr","23.02.2013 18:12:00 Uhr"
"6926","DL",1959,"N3772H","JFK","MCO",944,"23.06.2013 08:25:00 Uhr","23.06.2013 08:25:00 Uhr","23.06.2013 10:49:00 Uhr","23.06.2013 11:08:00 Uhr"
"6927","B6",127,"N821JB","EWR","MCO",937,"11.09.2013 11:17:00 Uhr","11.09.2013 11:29:00 Uhr","11.09.2013 13:44:00 Uhr","11.09.2013 14:05:00 Uhr"
"6928","B6",1717,"N509JB","LGA","TPA",1010,"10.09.2013 07:40:00 Uhr","10.09.2013 07:49:00 Uhr","10.09.2013 10:18:00 Uhr","10.09.2013 10:43:00 Uhr"
"6929","B6",543,"N648JB","EWR","PBI",1023,"01.08.2013 17:58:00 Uhr","01.08.2013 16:00:00 Uhr","01.08.2013 21:37:00 Uhr","01.08.2013 18:49:00 Uhr"
"6930","B6",527,"N503JB","EWR","MCO",937,"14.01.2013 18:33:00 Uhr","14.01.2013 18:35:00 Uhr","14.01.2013 21:18:00 Uhr","14.01.2013 21:28:00 Uhr"
"6931","WN",163,"N250WN","LGA","HOU",1428,"02.06.2013 07:34:00 Uhr","02.06.2013 07:35:00 Uhr","02.06.2013 10:15:00 Uhr","02.06.2013 10:20:00 Uhr"
"6932","US",2177,"N754UW","LGA","DCA",214,"29.05.2013 13:56:00 Uhr","29.05.2013 14:00:00 Uhr","29.05.2013 14:58:00 Uhr","29.05.2013 15:12:00 Uhr"
"6933","AA",320,"N4YGAA","EWR","DFW",1372,"20.12.2013 14:50:00 Uhr","20.12.2013 14:50:00 Uhr","20.12.2013 18:07:00 Uhr","20.12.2013 17:55:00 Uhr"
"6934","DL",1375,"N3746H","JFK","SLC",1990,"19.08.2013 12:46:00 Uhr","19.08.2013 12:50:00 Uhr","19.08.2013 15:28:00 Uhr","19.08.2013 15:47:00 Uhr"
"6935","EV",5677,"N16147","EWR","TYS",631,"26.05.2013 18:00:00 Uhr","26.05.2013 18:00:00 Uhr","26.05.2013 19:44:00 Uhr","26.05.2013 20:05:00 Uhr"
"6936","B6",371,"N561JB","LGA","FLL",1076,"20.10.2013 05:54:00 Uhr","20.10.2013 06:00:00 Uhr","20.10.2013 09:05:00 Uhr","20.10.2013 08:58:00 Uhr"
"6937","UA",1298,"N35260","EWR","CLE",404,"09.12.2013 10:06:00 Uhr","09.12.2013 10:05:00 Uhr","09.12.2013 11:51:00 Uhr","09.12.2013 11:55:00 Uhr"
"6938","AA",1611,"N3JKAA","LGA","MIA",1096,"21.09.2013 18:10:00 Uhr","21.09.2013 18:15:00 Uhr","21.09.2013 20:53:00 Uhr","21.09.2013 21:35:00 Uhr"
"6939","VX",27,"N854VA","JFK","SFO",2586,"08.06.2013 16:49:00 Uhr","08.06.2013 16:30:00 Uhr","08.06.2013 20:03:00 Uhr","08.06.2013 19:59:00 Uhr"
"6940","MQ",4406,"N802MQ","JFK","RDU",427,"22.03.2013 08:08:00 Uhr","22.03.2013 08:10:00 Uhr","22.03.2013 09:30:00 Uhr","22.03.2013 09:55:00 Uhr"
"6941","AA",19,"N323AA","JFK","LAX",2475,"04.11.2013 10:29:00 Uhr","04.11.2013 10:30:00 Uhr","04.11.2013 13:52:00 Uhr","04.11.2013 13:25:00 Uhr"
"6942","UA",1200,"N77520","EWR","SAN",2425,"21.01.2013 16:17:00 Uhr","21.01.2013 15:52:00 Uhr","21.01.2013 18:59:00 Uhr","21.01.2013 19:04:00 Uhr"
"6943","US",2167,"N745VJ","LGA","DCA",214,"12.04.2013 08:51:00 Uhr","12.04.2013 09:00:00 Uhr","12.04.2013 10:51:00 Uhr","12.04.2013 10:25:00 Uhr"
"6944","UA",397,"N557UA","JFK","SFO",2586,"23.06.2013 08:32:00 Uhr","23.06.2013 08:25:00 Uhr","23.06.2013 11:39:00 Uhr","23.06.2013 11:47:00 Uhr"
"6945","UA",1641,"N12114","EWR","MCO",937,"02.10.2013 13:00:00 Uhr","02.10.2013 13:04:00 Uhr","02.10.2013 15:37:00 Uhr","02.10.2013 15:54:00 Uhr"
"6946","EV",4543,"N11535","EWR","DSM",1017,"01.02.2013 19:40:00 Uhr","01.02.2013 19:05:00 Uhr","01.02.2013 21:38:00 Uhr","01.02.2013 21:13:00 Uhr"
"6947","F9",835,"N209FR","LGA","DEN",1620,"05.03.2013 08:27:00 Uhr","05.03.2013 08:30:00 Uhr","05.03.2013 10:55:00 Uhr","05.03.2013 11:06:00 Uhr"
"6948","DL",807,"N368NB","EWR","ATL",746,"18.10.2013 07:39:00 Uhr","18.10.2013 07:45:00 Uhr","18.10.2013 10:13:00 Uhr","18.10.2013 10:09:00 Uhr"
"6949","WN",2038,"N926WN","EWR","BNA",748,"15.06.2013 07:22:00 Uhr","15.06.2013 07:15:00 Uhr","15.06.2013 08:19:00 Uhr","15.06.2013 08:35:00 Uhr"
"6950","AA",325,"N4WVAA","LGA","ORD",733,"05.11.2013 10:24:00 Uhr","05.11.2013 10:29:00 Uhr","05.11.2013 12:04:00 Uhr","05.11.2013 12:14:00 Uhr"
"6951","US",2054,"N750UW","LGA","CLT",544,"27.09.2013 09:52:00 Uhr","27.09.2013 09:59:00 Uhr","27.09.2013 11:52:00 Uhr","27.09.2013 12:07:00 Uhr"
"6952","UA",1597,"N23721","EWR","EGE",1725,"21.03.2013 09:39:00 Uhr","21.03.2013 09:29:00 Uhr","21.03.2013 12:25:00 Uhr","21.03.2013 12:22:00 Uhr"
"6953","DL",947,"N968DL","LGA","ATL",762,"22.06.2013 18:53:00 Uhr","22.06.2013 19:00:00 Uhr","22.06.2013 21:17:00 Uhr","22.06.2013 21:31:00 Uhr"
"6954","EV",4395,"N14904","EWR","IND",645,"13.10.2013 13:41:00 Uhr","13.10.2013 13:44:00 Uhr","13.10.2013 15:39:00 Uhr","13.10.2013 15:53:00 Uhr"
"6955","MQ",3621,"N800MQ","JFK","DCA",213,"16.07.2013 21:33:00 Uhr","16.07.2013 21:40:00 Uhr","16.07.2013 22:56:00 Uhr","16.07.2013 23:00:00 Uhr"
"6956","DL",183,"N707TW","JFK","SEA",2422,"17.09.2013 07:28:00 Uhr","17.09.2013 07:35:00 Uhr","17.09.2013 10:20:00 Uhr","17.09.2013 10:31:00 Uhr"
"6957","9E",3466,"N915XJ","JFK","DCA",213,"15.08.2013 11:01:00 Uhr","15.08.2013 08:50:00 Uhr","15.08.2013 12:04:00 Uhr","15.08.2013 10:14:00 Uhr"
"6958","MQ",3317,"N515MQ","LGA","RDU",431,"27.10.2013 21:05:00 Uhr","27.10.2013 21:00:00 Uhr","27.10.2013 22:28:00 Uhr","27.10.2013 22:35:00 Uhr"
"6959","B6",219,"N281JB","JFK","CLT",541,"25.11.2013 08:25:00 Uhr","25.11.2013 08:29:00 Uhr","25.11.2013 10:06:00 Uhr","25.11.2013 10:28:00 Uhr"
"6960","9E",4033,"N840AY","LGA","TYS",647,"27.02.2013 22:28:00 Uhr","27.02.2013 20:05:00 Uhr","27.02.2013 0:31:00 Uhr","27.02.2013 22:30:00 Uhr"
"6961","UA",483,"N516UA","EWR","FLL",1065,"05.09.2013 13:19:00 Uhr","05.09.2013 13:25:00 Uhr","05.09.2013 16:00:00 Uhr","05.09.2013 16:27:00 Uhr"
"6962","UA",998,"N495UA","EWR","PHX",2133,"10.12.2013 13:10:00 Uhr","10.12.2013 12:51:00 Uhr","10.12.2013 17:29:00 Uhr","10.12.2013 16:30:00 Uhr"
"6963","9E",3395,"N927XJ","JFK","DCA",213,"21.08.2013 21:35:00 Uhr","21.08.2013 20:30:00 Uhr","21.08.2013 22:41:00 Uhr","21.08.2013 22:06:00 Uhr"
"6964","MQ",3660,"N515MQ","LGA","BNA",764,"10.11.2013 22:52:00 Uhr","10.11.2013 21:40:00 Uhr","10.11.2013 23:57:00 Uhr","10.11.2013 22:50:00 Uhr"
"6965","WN",3580,"N785SW","EWR","DEN",1605,"29.09.2013 16:14:00 Uhr","29.09.2013 15:45:00 Uhr","29.09.2013 18:05:00 Uhr","29.09.2013 18:05:00 Uhr"
"6966","EV",4175,"N15985","EWR","AVL",583,"11.05.2013 08:22:00 Uhr","11.05.2013 08:32:00 Uhr","11.05.2013 10:30:00 Uhr","11.05.2013 10:30:00 Uhr"
"6967","EV",4333,"N16149","EWR","TUL",1215,"06.12.2013 22:28:00 Uhr","06.12.2013 20:14:00 Uhr","06.12.2013 01:27:00 Uhr","06.12.2013 22:42:00 Uhr"
"6968","EV",4326,"N26549","EWR","CLT",529,"07.02.2013 15:12:00 Uhr","07.02.2013 15:07:00 Uhr","07.02.2013 17:17:00 Uhr","07.02.2013 17:04:00 Uhr"
"6969","US",1831,"N190UW","JFK","CLT",541,"21.06.2013 08:21:00 Uhr","21.06.2013 08:25:00 Uhr","21.06.2013 10:44:00 Uhr","21.06.2013 10:17:00 Uhr"
"6970","EV",4948,"N707EV","LGA","PWM",269,"28.03.2013 09:33:00 Uhr","28.03.2013 09:40:00 Uhr","28.03.2013 10:50:00 Uhr","28.03.2013 11:10:00 Uhr"
"6971","EV",4596,"N16987","EWR","STL",872,"10.06.2013 16:34:00 Uhr","10.06.2013 15:26:00 Uhr","10.06.2013 17:59:00 Uhr","10.06.2013 17:06:00 Uhr"
"6972","WN",3580,"N909WN","EWR","DEN",1605,"21.10.2013 16:02:00 Uhr","21.10.2013 15:45:00 Uhr","21.10.2013 18:09:00 Uhr","21.10.2013 18:05:00 Uhr"
"6973","9E",3509,"N919XJ","EWR","MSP",1008,"05.11.2013 14:23:00 Uhr","05.11.2013 14:30:00 Uhr","05.11.2013 16:20:00 Uhr","05.11.2013 16:34:00 Uhr"
"6974","B6",35,"N635JB","JFK","PBI",1028,"04.06.2013 18:17:00 Uhr","04.06.2013 18:18:00 Uhr","04.06.2013 21:04:00 Uhr","04.06.2013 21:20:00 Uhr"
"6975","EV",4321,"N14950","EWR","GSO",445,"15.02.2013 13:11:00 Uhr","15.02.2013 13:14:00 Uhr","15.02.2013 14:53:00 Uhr","15.02.2013 14:51:00 Uhr"
